Scopus Source ID,Title,CiteScore 2020,SNIP,SJR,Percentile
26903,High Temperature Materials and Processes,1.4,0.459,0.265,31
26903,High Temperature Materials and Processes,1.4,0.459,0.265,25
26903,High Temperature Materials and Processes,1.4,0.459,0.265,31
26906,Advances in Anatomic Pathology,7.2,1.624,1.606,90
26906,Advances in Anatomic Pathology,7.2,1.624,1.606,91
26908,Advances in Carbohydrate Chemistry and Biochemistry,7.8,0,0,88
26908,Advances in Carbohydrate Chemistry and Biochemistry,7.8,0,0,83
26912,Building Engineer,0,0,0.1,3
26912,Building Engineer,0,0,0.1,1
26913,Advances in Health Sciences Education,4.9,1.963,1.307,92
26915,Advances in Therapy,5.4,1.429,1.097,76
26917,Nationalism and Ethnic Politics,1.1,1.23,0.299,58
26917,Nationalism and Ethnic Politics,1.1,1.23,0.299,42
26918,Negotiation Journal,0.8,0.668,0.238,50
26918,Negotiation Journal,0.8,0.668,0.238,24
26918,Negotiation Journal,0.8,0.668,0.238,18
26922,Mitteilungen - Verbandes der Deutschen Hohlen- Und Karstforscher,0.1,0,0.101,2
26924,Statistical Inference for Stochastic Processes,1.7,1.366,0.723,55
26925,International Journal of Chemical Kinetics,2.5,0.661,0.341,32
26925,International Journal of Chemical Kinetics,2.5,0.661,0.341,36
26925,International Journal of Chemical Kinetics,2.5,0.661,0.341,34
26925,International Journal of Chemical Kinetics,2.5,0.661,0.341,26
26926,African Studies Review,1.3,1.561,0.726,73
26926,African Studies Review,1.3,1.561,0.726,86
26927,International Reviews in Physical Chemistry,9.3,1.848,1.389,91
26928,Stochastic Analysis and Applications,1.9,1.023,0.535,59
26928,Stochastic Analysis and Applications,1.9,1.023,0.535,57
26928,Stochastic Analysis and Applications,1.9,1.023,0.535,48
26929,Stochastic Processes and their Applications,2.2,1.49,1.478,65
26929,Stochastic Processes and their Applications,2.2,1.49,1.478,45
26929,Stochastic Processes and their Applications,2.2,1.49,1.478,57
26936,Acta Physica Polonica A,1.3,0.38,0.217,32
26937,Acta Physica Polonica B,1.3,0.42,0.331,33
26938,Acta Physica Slovaca,0.3,0.174,0.13,7
26939,Building Research and Information,8.2,2.205,1.249,93
26939,Building Research and Information,8.2,2.205,1.249,93
26940,Proceedings of the Geologists Association,3.2,0.725,0.531,73
26940,Proceedings of the Geologists Association,3.2,0.725,0.531,70
26941,Theory and Decision,1.6,1.148,0.602,33
26941,Theory and Decision,1.6,1.148,0.602,70
26941,Theory and Decision,1.6,1.148,0.602,67
26941,Theory and Decision,1.6,1.148,0.602,54
26941,Theory and Decision,1.6,1.148,0.602,32
26941,Theory and Decision,1.6,1.148,0.602,39
26941,Theory and Decision,1.6,1.148,0.602,34
26945,Studia Mathematica,1.5,1.281,0.954,65
26947,Journal of Catalysis,12.6,1.575,2.337,94
26947,Journal of Catalysis,12.6,1.575,2.337,85
26948,Studia Scientiarum Mathematicarum Hungarica,1.1,1.069,0.307,46
26949,Journal of Chemical Thermodynamics,5.5,1.176,0.81,74
26949,Journal of Chemical Thermodynamics,5.5,1.176,0.81,76
26949,Journal of Chemical Thermodynamics,5.5,1.176,0.81,75
26950,Journal of Colloid and Interface Science,13.6,1.415,1.538,85
26950,Journal of Colloid and Interface Science,13.6,1.415,1.538,95
26950,Journal of Colloid and Interface Science,13.6,1.415,1.538,94
26950,Journal of Colloid and Interface Science,13.6,1.415,1.538,93
26951,Studies in Applied Mathematics,5.3,1.472,1.164,90
26952,Journal of Dispersion Science and Technology,3.3,0.726,0.371,61
26952,Journal of Dispersion Science and Technology,3.3,0.726,0.371,64
26952,Journal of Dispersion Science and Technology,3.3,0.726,0.371,51
26953,Journal of Membrane Science,13.5,1.746,1.929,96
26953,Journal of Membrane Science,13.5,1.746,1.929,95
26953,Journal of Membrane Science,13.5,1.746,1.929,94
26953,Journal of Membrane Science,13.5,1.746,1.929,93
26956,Building Services Engineering Research and Technology,3.2,1.004,0.534,68
26959,Geology,8.6,1.668,2.609,96
26962,Tidsskrift for Samfunnsforskning,0.4,0.374,0.199,27
26962,Tidsskrift for Samfunnsforskning,0.4,0.374,0.199,26
26965,Journal of Molecular Liquids,8.4,1.42,0.929,91
26965,Journal of Molecular Liquids,8.4,1.42,0.929,89
26965,Journal of Molecular Liquids,8.4,1.42,0.929,88
26965,Journal of Molecular Liquids,8.4,1.42,0.929,91
26965,Journal of Molecular Liquids,8.4,1.42,0.929,92
26965,Journal of Molecular Liquids,8.4,1.42,0.929,85
26966,Journal of Photochemistry and Photobiology A: Chemistry,6.5,0.879,0.714,88
26966,Journal of Photochemistry and Photobiology A: Chemistry,6.5,0.879,0.714,85
26966,Journal of Photochemistry and Photobiology A: Chemistry,6.5,0.879,0.714,83
26968,Journal of Photochemistry and Photobiology C: Photochemistry Reviews,23.2,2.5,2.987,99
26968,Journal of Photochemistry and Photobiology C: Photochemistry Reviews,23.2,2.5,2.987,98
26968,Journal of Photochemistry and Photobiology C: Photochemistry Reviews,23.2,2.5,2.987,93
26969,Journal of Physical Chemistry A,4.5,0.904,0.756,63
26970,Journal of Physical Chemistry B,5.1,0.913,0.864,79
26970,Journal of Physical Chemistry B,5.1,0.913,0.864,70
26970,Journal of Physical Chemistry B,5.1,0.913,0.864,79
26971,Journal of Physical Organic Chemistry,3,0.543,0.325,42
26971,Journal of Physical Organic Chemistry,3,0.543,0.325,44
26972,Journal of Solid State Chemistry,4.6,0.774,0.65,71
26972,Journal of Solid State Chemistry,4.6,0.774,0.65,73
26972,Journal of Solid State Chemistry,4.6,0.774,0.65,65
26972,Journal of Solid State Chemistry,4.6,0.774,0.65,72
26972,Journal of Solid State Chemistry,4.6,0.774,0.65,75
26972,Journal of Solid State Chemistry,4.6,0.774,0.65,72
26978,Advances in Physics,30,4.927,5.207,98
26979,Geomorphology,7.6,1.681,1.346,96
26980,Buildings,4.2,1.312,0.581,94
26980,Buildings,4.2,1.312,0.581,79
26980,Buildings,4.2,1.312,0.581,75
26982,Journal of Solution Chemistry,2.5,0.726,0.371,34
26982,Journal of Solution Chemistry,2.5,0.726,0.371,35
26982,Journal of Solution Chemistry,2.5,0.726,0.371,19
26982,Journal of Solution Chemistry,2.5,0.726,0.371,25
26983,Journal of Thermal Analysis and Calorimetry,5.1,1.142,0.521,71
26983,Journal of Thermal Analysis and Calorimetry,5.1,1.142,0.521,77
26985,Kinetics and Catalysis,1.6,0.511,0.286,14
26985,Kinetics and Catalysis,1.6,0.511,0.286,32
26985,Kinetics and Catalysis,1.6,0.511,0.286,39
26985,Kinetics and Catalysis,1.6,0.511,0.286,34
26987,Langmuir,6.2,0.972,1.042,76
26987,Langmuir,6.2,0.972,1.042,84
26987,Langmuir,6.2,0.972,1.042,76
26987,Langmuir,6.2,0.972,1.042,84
26987,Langmuir,6.2,0.972,1.042,79
26988,Luminescence,3.5,0.622,0.428,65
26988,Luminescence,3.5,0.622,0.428,48
26989,Microporous and Mesoporous Materials,8,1.257,1.079,92
26989,Microporous and Mesoporous Materials,8,1.257,1.079,91
26989,Microporous and Mesoporous Materials,8,1.257,1.079,86
26989,Microporous and Mesoporous Materials,8,1.257,1.079,85
26990,Molecular Physics,3.1,0.732,0.54,43
26990,Molecular Physics,3.1,0.732,0.54,46
26990,Molecular Physics,3.1,0.732,0.54,52
26990,Molecular Physics,3.1,0.732,0.54,26
26991,International Journal of Hydrogen Energy,9,1.335,1.212,87
26991,International Journal of Hydrogen Energy,9,1.335,1.212,90
26991,International Journal of Hydrogen Energy,9,1.335,1.212,93
26991,International Journal of Hydrogen Energy,9,1.335,1.212,84
26993,International Journal of Power and Energy Systems,0.7,0.327,0.15,18
26993,International Journal of Power and Energy Systems,0.7,0.327,0.15,17
26993,International Journal of Power and Energy Systems,0.7,0.327,0.15,15
26994,Air Medical Journal,0.8,0.694,0.295,36
26994,Air Medical Journal,0.8,0.694,0.295,34
26997,American Journal of Physics,1.5,1.173,0.541,38
26998,Annalen der Physik,6,0.858,1.009,86
27000,Annales Henri Poincare,3,1.137,1.119,76
27000,Annales Henri Poincare,3,1.137,1.119,65
27000,Annales Henri Poincare,3,1.137,1.119,62
27002,Annals of Physics,4.3,0.988,0.817,74
27003,Geoscience Canada,2,0.709,0.615,53
27004,American Journal of Enology and Viticulture,4.1,1.135,0.66,90
27004,American Journal of Enology and Viticulture,4.1,1.135,0.66,72
27005,Journal of the American Society of Brewing Chemists,2.3,0.892,0.501,37
27005,Journal of the American Society of Brewing Chemists,2.3,0.892,0.501,49
27005,Journal of the American Society of Brewing Chemists,2.3,0.892,0.501,38
27009,Oxidation of Metals,3.5,0.991,0.654,55
27009,Oxidation of Metals,3.5,0.991,0.654,76
27009,Oxidation of Metals,3.5,0.991,0.654,65
27010,Photochemistry and Photobiology,5.3,0.999,0.818,87
27010,Photochemistry and Photobiology,5.3,0.999,0.818,73
27010,Photochemistry and Photobiology,5.3,0.999,0.818,59
27011,Physical Chemistry Chemical Physics,6.1,0.962,1.053,87
27011,Physical Chemistry Chemical Physics,6.1,0.962,1.053,80
27015,Journal of Energy and Development,0.7,0.238,0.235,28
27015,Journal of Energy and Development,0.7,0.238,0.235,22
27019,"Journal of Energy Resources Technology, Transactions of the ASME",5.1,0.915,0.615,69
27019,"Journal of Energy Resources Technology, Transactions of the ASME",5.1,0.915,0.615,68
27019,"Journal of Energy Resources Technology, Transactions of the ASME",5.1,0.915,0.615,75
27019,"Journal of Energy Resources Technology, Transactions of the ASME",5.1,0.915,0.615,67
27019,"Journal of Energy Resources Technology, Transactions of the ASME",5.1,0.915,0.615,81
27021,Applied Magnetic Resonance,1.4,0.385,0.206,23
27025,Orbis,0.7,1.483,0.156,42
27027,Applied Physics A: Materials Science and Processing,3.5,0.766,0.485,62
27027,Applied Physics A: Materials Science and Processing,3.5,0.766,0.485,55
27029,Applied Physics B: Lasers and Optics,4,0.835,0.591,76
27029,Applied Physics B: Lasers and Optics,4,0.835,0.591,71
27030,Applied Physics Letters,6.9,1.142,1.182,90
27034,Progress in Reaction Kinetics and Mechanism,1,0.244,0.166,14
27035,Progress in Solid State Chemistry,8.3,1.694,1.074,88
27035,Progress in Solid State Chemistry,8.3,1.694,1.074,91
27035,Progress in Solid State Chemistry,8.3,1.694,1.074,86
27036,Radiochemistry,1.1,0.512,0.277,18
27037,Radiochimica Acta,2.4,0.588,0.331,35
27043,American Family Physician,1.8,1.375,0.532,63
27045,American Journal of Clinical Pathology,3.9,1.032,0.859,71
27047,American Journal of Dermatopathology,1.6,0.975,0.454,57
27048,Baozha Yu Chongji/Expolosion and Shock Waves,1.1,0.594,0.314,27
27049,Global and Planetary Change,7.8,1.66,1.706,96
27049,Global and Planetary Change,7.8,1.66,1.706,84
27050,Australian Journal of Grape and Wine Research,5.3,1.279,0.65,94
27052,AORN Journal,0.8,0.548,0.222,53
27056,Colloid Journal,1.6,0.597,0.262,14
27056,Colloid Journal,1.6,0.597,0.262,25
27056,Colloid Journal,1.6,0.597,0.262,26
27057,Russian Journal of Physical Chemistry A,1.2,0.459,0.218,18
27058,American Journal of Epidemiology,8.1,1.809,2.33,85
27059,American Journal of Hospice and Palliative Medicine,3.3,1.114,0.803,79
27061,American Journal of Medical Quality,2.6,0.968,0.592,73
27062,American Journal of Pathology,6.9,1.048,1.589,90
27063,American Journal of Preventive Medicine,7.7,2.148,2.287,84
27063,American Journal of Preventive Medicine,7.7,2.148,2.287,94
27067,Human Nature,4.6,0.989,0.953,96
27067,Human Nature,4.6,0.989,0.953,93
27067,Human Nature,4.6,0.989,0.953,87
27067,Human Nature,4.6,0.989,0.953,92
27067,Human Nature,4.6,0.989,0.953,82
27069,Human Relations,7.1,2.992,2.91,98
27069,Human Relations,7.1,2.992,2.91,96
27069,Human Relations,7.1,2.992,2.91,90
27069,Human Relations,7.1,2.992,2.91,91
27072,Advances in Nursing Science,2.2,1.039,0.574,66
27073,Aide Soignante,0,0,0.123,0
27081,"Tenside, Surfactants, Detergents",1.7,0.481,0.267,41
27081,"Tenside, Surfactants, Detergents",1.7,0.481,0.267,40
27081,"Tenside, Surfactants, Detergents",1.7,0.481,0.267,29
27082,Acta Geographica Lodziensia,0.1,0.026,0.107,1
27082,Acta Geographica Lodziensia,0.1,0.026,0.107,4
27083,Thermochimica Acta,4.7,1.136,0.607,83
27083,Thermochimica Acta,4.7,1.136,0.607,66
27083,Thermochimica Acta,4.7,1.136,0.607,72
27085,American Journal of Surgical Pathology,9.9,2.552,2.625,98
27085,American Journal of Surgical Pathology,9.9,2.552,2.625,99
27085,American Journal of Surgical Pathology,9.9,2.552,2.625,97
27086,American Journal of the Medical Sciences,3.7,0.877,0.684,82
27087,American Journal of Therapeutics,2.2,0.585,0.349,69
27094,Fiscal Studies,2.4,1.548,0.63,59
27094,Fiscal Studies,2.4,1.548,0.63,66
27094,Fiscal Studies,2.4,1.548,0.63,62
27098,American Journal of Critical Care,3,1.307,0.592,75
27099,Acta Geographica Slovenica,4.3,0.98,0.473,83
27099,Acta Geographica Slovenica,4.3,0.98,0.473,86
27100,"Acta Universitatis Carolinae, Geographica",1,0.842,0.193,35
27100,"Acta Universitatis Carolinae, Geographica",1,0.842,0.193,39
27105,Revue de synthese / Centre international de synthese,0.1,0.569,0.101,17
27111,Andrologia,3.4,0.987,0.633,64
27111,Andrologia,3.4,0.987,0.633,33
27112,Nihon Enerugi Gakkaishi/Journal of the Japan Institute of Energy,0.1,0.191,0.113,6
27115,American Journal of Nursing,0.6,0.891,0.23,32
27121,Annual review of nursing research,0.2,0,0.115,12
27122,Applied Nursing Research,3.2,1.175,0.663,84
27123,Archives of Psychiatric Nursing,2.7,1.077,0.609,73
27124,Journal of the American Psychiatric Nurses Association,2.4,0.957,0.546,70
27128,Landfall,0,0,0.1,4
27128,Landfall,0,0,0.1,10
27129,Revue Internationale de Philosophie,0.1,0.428,0.103,28
27130,Progress in Quantum Electronics,15.4,3.656,2.616,98
27130,Progress in Quantum Electronics,15.4,3.656,2.616,96
27130,Progress in Quantum Electronics,15.4,3.656,2.616,94
27130,Progress in Quantum Electronics,15.4,3.656,2.616,97
27131,Revue Philosophique de Louvain,0.1,0.156,0.1,25
27132,Jahrbucher fur Nationalokonomie und Statistik,1.9,1.167,0.687,51
27132,Jahrbucher fur Nationalokonomie und Statistik,1.9,1.167,0.687,65
27132,Jahrbucher fur Nationalokonomie und Statistik,1.9,1.167,0.687,53
27133,Rivista di Estetica,0.3,0.264,0.127,45
27135,Rivista di Filosofia,0.1,0.005,0.111,28
27137,Celestial Mechanics and Dynamical Astronomy,3.7,1.468,0.715,82
27137,Celestial Mechanics and Dynamical Astronomy,3.7,1.468,0.715,77
27137,Celestial Mechanics and Dynamical Astronomy,3.7,1.468,0.715,59
27137,Celestial Mechanics and Dynamical Astronomy,3.7,1.468,0.715,54
27137,Celestial Mechanics and Dynamical Astronomy,3.7,1.468,0.715,71
27137,Celestial Mechanics and Dynamical Astronomy,3.7,1.468,0.715,80
27138,Assistenza Infermieristica e Ricerca,1.3,0.361,0.298,48
27139,Australian Critical Care,3.7,1.296,0.732,89
27139,Australian Critical Care,3.7,1.296,0.732,86
27140,Australian Journal of Advanced Nursing,1.4,0.588,0.352,61
27140,Australian Journal of Advanced Nursing,1.4,0.588,0.352,51
27142,Indian Economic and Social History Review,0.7,1.73,0.291,46
27142,Indian Economic and Social History Review,0.7,1.73,0.291,79
27142,Indian Economic and Social History Review,0.7,1.73,0.291,20
27148,Roczniki Filozoficzne,0.3,0.07,0.128,45
27149,Chinese Astronomy and Astrophysics,0.4,0.128,0.132,14
27149,Chinese Astronomy and Astrophysics,0.4,0.128,0.132,8
27155,BMC Nursing,3,1.77,0.91,82
27158,British Journal of Community Nursing,0.8,0.337,0.222,19
27159,Innovation: The European Journal of Social Science Research,3.2,1.423,0.525,69
27159,Innovation: The European Journal of Social Science Research,3.2,1.423,0.525,65
27159,Innovation: The European Journal of Social Science Research,3.2,1.423,0.525,66
27159,Innovation: The European Journal of Social Science Research,3.2,1.423,0.525,76
27160,Radiophysics and Quantum Electronics,1.3,0.548,0.318,16
27160,Radiophysics and Quantum Electronics,1.3,0.548,0.318,34
27160,Radiophysics and Quantum Electronics,1.3,0.548,0.318,30
27160,Radiophysics and Quantum Electronics,1.3,0.548,0.318,24
27160,Radiophysics and Quantum Electronics,1.3,0.548,0.318,31
27162,Journal of Business and Economic Statistics,5.9,4.015,5.062,97
27162,Journal of Business and Economic Statistics,5.9,4.015,5.062,93
27162,Journal of Business and Economic Statistics,5.9,4.015,5.062,94
27162,Journal of Business and Economic Statistics,5.9,4.015,5.062,91
27163,Russian Microelectronics,0.9,0.456,0.214,13
27163,Russian Microelectronics,0.9,0.456,0.214,23
27163,Russian Microelectronics,0.9,0.456,0.214,12
27163,Russian Microelectronics,0.9,0.456,0.214,20
27165,Journal of Economic Literature,13.8,7.772,11.771,98
27169,Biological Research for Nursing,3.3,0.813,0.663,95
27170,British Journal of Nursing,1.2,0.533,0.269,47
27172,Growth and Change,2.2,1.013,0.657,41
27181,"Earth, Moon and Planets",1.5,0.449,0.355,34
27181,"Earth, Moon and Planets",1.5,0.449,0.355,33
27181,"Earth, Moon and Planets",1.5,0.449,0.355,27
27182,Experimental Animals,2.2,0.744,0.547,74
27182,Experimental Animals,2.2,0.744,0.547,45
27182,Experimental Animals,2.2,0.744,0.547,63
27186,Canadian Journal of Nursing Research,1.3,0,0.304,51
27188,Language Learning and Technology,5.6,2.149,1.585,98
27188,Language Learning and Technology,5.6,2.149,1.585,98
27188,Language Learning and Technology,5.6,2.149,1.585,95
27188,Language Learning and Technology,5.6,2.149,1.585,78
27190,Machine Translation,3.1,0.831,0.226,93
27190,Machine Translation,3.1,0.831,0.226,92
27190,Machine Translation,3.1,0.831,0.226,47
27190,Machine Translation,3.1,0.831,0.226,44
27191,Semiconductor Science and Technology,3.8,0.931,0.712,68
27191,Semiconductor Science and Technology,3.8,0.931,0.712,61
27191,Semiconductor Science and Technology,3.8,0.931,0.712,63
27191,Semiconductor Science and Technology,3.8,0.931,0.712,65
27195,Experimental Astronomy,3.9,1.181,0.788,64
27195,Experimental Astronomy,3.9,1.181,0.788,58
27197,Cancer Nursing,3.7,1.008,0.79,80
27197,Cancer Nursing,3.7,1.008,0.79,47
27202,Life,2.6,0.852,0.973,59
27202,Life,2.6,0.852,0.973,41
27202,Life,2.6,0.852,0.973,50
27202,Life,2.6,0.852,0.973,58
27204,International Journal of Social Research Methodology: Theory and Practice,5,2.546,1.138,94
27206,Solid-State Electronics,3.2,0.863,0.457,60
27206,Solid-State Electronics,3.2,0.863,0.457,51
27206,Solid-State Electronics,3.2,0.863,0.457,54
27206,Solid-State Electronics,3.2,0.863,0.457,58
27207,Social Epistemology,1.7,1.14,0.438,89
27207,Social Epistemology,1.7,1.14,0.438,70
27208,Social Philosophy and Policy,0.9,1.098,0.218,54
27208,Social Philosophy and Policy,0.9,1.098,0.218,75
27210,In Vivo,2.5,0.876,0.545,47
27210,In Vivo,2.5,0.876,0.545,22
27210,In Vivo,2.5,0.876,0.545,35
27211,International Journal of Technology Assessment in Health Care,2.5,0.847,0.644,54
27214,Journal of Applied Clinical Medical Physics,2.7,1.105,0.83,50
27214,Journal of Applied Clinical Medical Physics,2.7,1.105,0.83,54
27214,Journal of Applied Clinical Medical Physics,2.7,1.105,0.83,48
27215,Journal of Artificial Organs,2.5,0.697,0.441,31
27215,Journal of Artificial Organs,2.5,0.697,0.441,47
27215,Journal of Artificial Organs,2.5,0.697,0.441,36
27215,Journal of Artificial Organs,2.5,0.697,0.441,47
27217,International Social Science Journal,1.1,0.768,0.237,60
27223,Luso-Brazilian Review,0.2,0.648,0.1,56
27223,Luso-Brazilian Review,0.2,0.648,0.1,32
27223,Luso-Brazilian Review,0.2,0.648,0.1,37
27223,Luso-Brazilian Review,0.2,0.648,0.1,12
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,57
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,36
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,41
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,40
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,23
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,28
27226,Journal of Clinical Laboratory Analysis,2.5,0.747,0.536,52
27230,Journal of Medical Investigation,1.5,0.55,0.402,37
27231,Klinichescheskaya Laboratornaya Diagnostika,0.4,0.236,0.12,16
27231,Klinichescheskaya Laboratornaya Diagnostika,0.4,0.236,0.12,8
27232,Lab Animal,1.6,0.998,0.584,59
27232,Lab Animal,1.6,0.998,0.584,47
27237,IEEE/ACM Transactions on Networking,9.1,1.925,1.022,91
27237,IEEE/ACM Transactions on Networking,9.1,1.925,1.022,89
27237,IEEE/ACM Transactions on Networking,9.1,1.925,1.022,91
27237,IEEE/ACM Transactions on Networking,9.1,1.925,1.022,90
27239,IEEE Network,14.7,3.088,2.546,98
27239,IEEE Network,14.7,3.088,2.546,97
27239,IEEE Network,14.7,3.088,2.546,97
27239,IEEE Network,14.7,3.088,2.546,96
27241,Icarus,7,1.294,1.525,79
27241,Icarus,7,1.294,1.525,76
27242,Laboratory Investigation,6.7,1.216,1.542,88
27242,Laboratory Investigation,6.7,1.216,1.542,65
27242,Laboratory Investigation,6.7,1.216,1.542,67
27243,Laboratory Medicine,1.8,0.569,0.332,28
27243,Laboratory Medicine,1.8,0.569,0.332,19
27249,Kovove Materialy,1.6,0.505,0.22,51
27249,Kovove Materialy,1.6,0.505,0.22,37
27249,Kovove Materialy,1.6,0.505,0.22,35
27249,Kovove Materialy,1.6,0.505,0.22,39
27256,Molecular and Cellular Probes,3,0.72,0.569,23
27256,Molecular and Cellular Probes,3,0.72,0.569,24
27268,The Antioch Review,0,0,0.1,4
27275,Journal of High Speed Networks,1.5,0.468,0.136,21
27275,Journal of High Speed Networks,1.5,0.468,0.136,33
27275,Journal of High Speed Networks,1.5,0.468,0.136,31
27277,Journal of Network and Computer Applications,14.5,2.637,1.145,97
27277,Journal of Network and Computer Applications,14.5,2.637,1.145,97
27277,Journal of Network and Computer Applications,14.5,2.637,1.145,97
27281,Scandinavian Journal of Laboratory Animal Science,0.3,0.063,0.119,13
27281,Scandinavian Journal of Laboratory Animal Science,0.3,0.063,0.119,8
27281,Scandinavian Journal of Laboratory Animal Science,0.3,0.063,0.119,5
27282,Helgoland Marine Research,3.5,1.058,0.634,64
27282,Helgoland Marine Research,3.5,1.058,0.634,68
27285,Journal for the Scientific Study of Religion,2.5,1.523,0.941,98
27286,Main Group Metal Chemistry,1.1,0.369,0.205,35
27286,Main Group Metal Chemistry,1.1,0.369,0.205,27
27286,Main Group Metal Chemistry,1.1,0.369,0.205,29
27286,Main Group Metal Chemistry,1.1,0.369,0.205,16
27287,Journal of Network and Systems Management,4.3,1.475,0.485,61
27287,Journal of Network and Systems Management,4.3,1.475,0.485,70
27287,Journal of Network and Systems Management,4.3,1.475,0.485,77
27287,Journal of Network and Systems Management,4.3,1.475,0.485,69
27289,Materials Characterization,6.4,1.578,1.194,86
27289,Materials Characterization,6.4,1.578,1.194,85
27289,Materials Characterization,6.4,1.578,1.194,87
27289,Materials Characterization,6.4,1.578,1.194,80
27298,ICES Journal of Marine Science,5.8,1.309,1.348,90
27298,ICES Journal of Marine Science,5.8,1.309,1.348,92
27298,ICES Journal of Marine Science,5.8,1.309,1.348,88
27298,ICES Journal of Marine Science,5.8,1.309,1.348,88
27301,Materials Technology,3.5,0.8,0.466,64
27301,Materials Technology,3.5,0.8,0.466,59
27301,Materials Technology,3.5,0.8,0.466,68
27301,Materials Technology,3.5,0.8,0.466,56
27302,Materials Transactions,1.5,0.809,0.48,33
27302,Materials Transactions,1.5,0.809,0.48,34
27302,Materials Transactions,1.5,0.809,0.48,26
27302,Materials Transactions,1.5,0.809,0.48,38
27304,Materialwissenschaft und Werkstofftechnik,1.4,0.69,0.285,32
27304,Materialwissenschaft und Werkstofftechnik,1.4,0.69,0.285,25
27304,Materialwissenschaft und Werkstofftechnik,1.4,0.69,0.285,32
27304,Materialwissenschaft und Werkstofftechnik,1.4,0.69,0.285,37
27306,Mobile Networks and Applications,5,1.076,0.445,69
27306,Mobile Networks and Applications,5,1.076,0.445,76
27306,Mobile Networks and Applications,5,1.076,0.445,75
27306,Mobile Networks and Applications,5,1.076,0.445,67
27310,Studies in Christian ethics,0.2,0.886,0.121,50
27310,Studies in Christian ethics,0.2,0.886,0.121,43
27317,Ship Technology Research,2.6,0.875,0.53,58
27318,Network: Computation in Neural Systems,1.8,0.574,0.221,18
27322,Journal of Ecumenical Studies,0.1,0.373,0.123,15
27327,Studies in Religion-Sciences Religieuses,0.4,0.452,0.172,73
27328,The journal of pastoral care & counseling : JPCC,0.4,0,0.18,24
27330,Metal Science and Heat Treatment,1.1,0.717,0.273,34
27330,Metal Science and Heat Treatment,1.1,0.717,0.273,23
27330,Metal Science and Heat Treatment,1.1,0.717,0.273,15
27331,Metall,0.2,0.71,0.19,8
27331,Metall,0.2,0.71,0.19,7
27331,Metall,0.2,0.71,0.19,2
27331,Metall,0.2,0.71,0.19,1
27333,Journal of American Ethnic History,0.4,0.255,0.114,36
27333,Journal of American Ethnic History,0.4,0.255,0.114,55
27333,Journal of American Ethnic History,0.4,0.255,0.114,63
27339,Journal of Religion and Health,2.6,1.189,0.548,98
27339,Journal of Religion and Health,2.6,1.189,0.548,74
27341,Journal of Religious Ethics,0.9,0.706,0.306,91
27343,Journal of Ethnic and Migration Studies,5.7,2.562,1.505,97
27343,Journal of Ethnic and Migration Studies,5.7,2.562,1.505,95
27347,Metallofizika i Noveishie Tekhnologii,1,0.637,0.277,31
27347,Metallofizika i Noveishie Tekhnologii,1,0.637,0.277,17
27347,Metallofizika i Noveishie Tekhnologii,1,0.637,0.277,42
27347,Metallofizika i Noveishie Tekhnologii,1,0.637,0.277,13
27356,Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,4,1.163,0.862,82
27356,Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,4,1.163,0.862,68
27356,Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,4,1.163,0.862,65
27358,New Review of Information Networking,1.3,0.471,0.156,24
27358,New Review of Information Networking,1.3,0.471,0.156,28
27358,New Review of Information Networking,1.3,0.471,0.156,28
27358,New Review of Information Networking,1.3,0.471,0.156,47
27360,Metallurgist,1.2,0.892,0.408,38
27360,Metallurgist,1.2,0.892,0.408,29
27360,Metallurgist,1.2,0.892,0.408,25
27360,Metallurgist,1.2,0.892,0.408,20
27364,Population and Development Review,5.4,2.357,1.836,96
27364,Population and Development Review,5.4,2.357,1.836,90
27364,Population and Development Review,5.4,2.357,1.836,94
27365,World Bank Economic Review,3.4,1.787,1.542,77
27365,World Bank Economic Review,3.4,1.787,1.542,79
27365,World Bank Economic Review,3.4,1.787,1.542,79
27365,World Bank Economic Review,3.4,1.787,1.542,76
27370,Population Ecology,3.1,0.867,0.819,64
27371,Population and Societies,0.9,0.591,0.332,43
27371,Population and Societies,0.9,0.591,0.332,29
27371,Population and Societies,0.9,0.591,0.332,78
27372,Journal of Coastal Conservation,3,0.759,0.463,58
27372,Journal of Coastal Conservation,3,0.759,0.463,67
27372,Journal of Coastal Conservation,3,0.759,0.463,66
27374,Journal of Coastal Research,0.8,0.463,0.247,26
27374,Journal of Coastal Research,0.8,0.463,0.247,24
27374,Journal of Coastal Research,0.8,0.463,0.247,24
27376,Metals and Materials International,3.9,1.06,0.634,82
27376,Metals and Materials International,3.9,1.06,0.634,69
27376,Metals and Materials International,3.9,1.06,0.634,67
27376,Metals and Materials International,3.9,1.06,0.634,64
27387,Population Research and Policy Review,2.4,1.211,0.857,77
27387,Population Research and Policy Review,2.4,1.211,0.857,53
